Rk,Player,Tm,Pos,Shift,GP,,TOI (EV),CF% Rel (EV),GF/60 (EV),GA/60 (EV),,TOI (PP),CF% Rel (PP),GF/60 (PP),GA/60 (PP),,TOI (SH),CF% Rel (SH),GF/60 (SH),GA/60 (SH),PlayerID
365,Jared Boll,ANA,RW,0:41,10,,4:21,-2.5,2.8,2.8,,0:03,-86,0,0,,0:00,,,,bollja01
366,Jared McCann,FLA,C,0:39,68,,12:02,-1,2.3,1.6,,0:39,-3.5,2.2,0,,0:33,14.1,1.6,4.8,mccanja01
367,Jared Spurgeon,MIN,D,0:43,61,,19:06,4.2,2.5,2.8,,2:37,1.3,10.5,0.4,,2:48,-3.4,0.4,9.5,spurgja01
368,Jaromír Jágr,CGY,RW,0:45,22,,11:27,0.6,2.9,1.4,,1:35,-1.9,5.2,0,,0:00,,,,jagrja01
369,Jason Chimera,TOT,LW,0:25,74,,9:43,-11.2,2.9,3.5,,0:03,,,,,0:31,4.9,0,0,chimeja01
370,Jason Demers,ARI,D,0:42,69,,18:06,4.1,2.6,2.8,,1:03,-2.8,3.9,0.8,,1:58,-1.1,0,6.8,demerja01
371,Jason Dickinson,DAL,C,0:36,27,,8:27,-1.1,1.1,1.6,,0:02,11.9,0,0,,0:02,-13,0,0,dickija01
372,Jason Garrison,VEG,D,0:56,8,,17:10,-3.4,1.8,3.2,,0:08,5,0,0,,1:44,13.2,5,0,garrija01
373,Jason Pominville,BUF,RW,0:43,82,,12:57,4.8,2.7,3.6,,1:54,-3.1,3.4,0.4,,0:01,19.8,0,0,pominja01
374,Jason Spezza,DAL,C,0:37,78,,10:58,2.4,1.9,2.5,,1:59,2.5,6.6,2.3,,0:02,-11.8,0,0,spezzja01
375,Jason Zucker,MIN,LW,0:33,82,,14:10,4.3,3.3,2.8,,2:11,-0.3,9,1.3,,0:35,5.8,3.7,5,zuckeja01
376,Jay Beagle,WSH,RW/C,0:38,79,,9:53,-10.8,2.2,2.1,,0:02,-88.2,0,0,,2:31,-5.4,0.6,8.8,beaglja01
377,Jay Bouwmeester,STL,D,0:32,35,,17:56,-5.4,2.4,2,,0:02,,0,0,,2:09,5.1,0.8,7.2,bouwmja01
378,Jaycob Megna,ANA,D,0:44,14,,13:28,-0.8,1.9,3.2,,0:11,10.3,0,0,,2:03,0,0,2.1,megnaja02
379,Jayson Megna,VAN,C,0:36,1,,4:18,-14.3,0,0,,0:00,,,,,0:00,,,,megnaja01
380,Jean-Gabriel Pageau,OTT,C,0:44,78,,13:43,-1.6,2.4,3.3,,1:02,2.3,4.5,0.7,,1:59,2.5,0.4,7.2,pageaje01
381,Jean-Sébastien Dea,PIT,C,0:42,5,,5:29,-23.1,2.2,0,,0:00,,,,,0:00,,,,deaje01
382,Jeff Carter,LAK,C,0:36,27,,13:21,-2.4,3.4,2.8,,3:09,1.4,9.9,0.7,,1:19,-5.6,1.6,4.7,carteje01
383,Jeff Petry,MTL,D,0:38,82,,18:20,2.5,2.3,3.4,,2:47,-2.2,8.4,1.5,,2:22,2,0.6,8.4,petryje01
384,Jeff Skinner,CAR,C,0:44,82,,14:35,1.6,2.4,3.6,,2:06,-0.9,5.2,1.4,,0:00,90,0,0,skinnje01
385,Jesper Bratt,NJD,W,0:36,74,,12:08,-2.1,2.2,3.2,,2:03,-6.1,7.1,1.6,,1:03,4.2,1.4,5.6,brattje01
386,Jesper Fast,NYR,RW,0:51,71,,12:54,-0.7,2.9,3.8,,0:03,-9.1,0,0,,1:54,-5,1.3,6.6,fastje01
387,Jesse Puljujärvi,EDM,RW,0:39,65,,12:37,1.5,2.4,2.5,,0:44,4.6,5,0,,0:00,,,,puljuje01
388,Jim O'Brien,OTT,C,0:45,10,,8:17,-1.9,2.2,2.9,,0:00,,,,,0:27,8.7,0,0,obrieji01
389,Jimmy Hayes,NJD,RW,0:40,33,,10:22,-5.6,1.9,2.1,,1:32,3.5,9.5,1.2,,0:00,,0,0,hayesji01
390,Jimmy Vesey,NYR,LW,0:40,79,,12:41,-1.2,2.5,3.4,,1:28,-0.4,5.7,1,,0:10,1.1,0,9.1,veseyji02
391,Joakim Nordström,CAR,C,0:40,75,,8:46,-4.1,1.7,2.6,,0:04,9.7,0,0,,1:42,-2.8,0,9.9,nordsjo02
392,Joakim Ryan,SJS,D,0:52,62,,16:17,3,2.4,1.8,,0:09,2.9,0,0,,0:17,14.8,9.7,0,ryanjo02
393,Joe Hicketts,DET,D,0:35,5,,13:23,0.9,4.5,0.9,,2:22,12.5,10.1,0,,1:34,-2.8,0,0,hickejo01
394,Joe Pavelski,SJS,C,0:44,82,,15:46,3.1,2.9,2.8,,3:11,3.7,8.2,0.4,,0:17,-2.9,0,7.6,paveljo01
395,Joe Thornton,SJS,C,0:44,47,,14:44,3.4,2.5,3.3,,3:35,0.1,9.9,0,,0:01,-14.5,0,0,thornjo01
396,Joel Armia,WPG,RW,0:30,79,,9:58,0.6,2.4,2.4,,1:29,0.5,9.2,0.5,,1:07,1.1,1.3,8.1,armiajo01
397,Joel Edmundson,STL,D,0:54,69,,18:11,-1.2,2.7,2.8,,0:19,-4.7,8.2,0,,2:14,-1.3,0.8,7.8,edmunjo01
398,Joel Eriksson Ek,MIN,C,0:50,75,,11:35,0.7,1.9,1.9,,0:06,-10.2,14.3,0,,1:04,-5.7,0,4.5,eriksjo02
399,Joel Hanley,ARI,D,0:22,5,,11:02,9.6,3.3,3.3,,0:03,,,,,0:02,-11.1,0,0,hanlejo01
400,Joel Ward,SJS,RW,0:34,52,,10:33,-2.6,2,2.2,,0:14,-11.7,4,0,,1:04,1.7,0,4.3,wardjo02
401,Johan Larsson,BUF,LW/C,0:39,80,,12:00,-7.5,1.4,3.4,,0:08,-0.3,4.6,0,,1:57,-1.6,0.8,9.2,larssjo02
402,John Carlson,WSH,D,0:44,82,,18:27,1.7,3.1,2.9,,3:41,3.3,9.7,1.4,,2:37,-2.2,0.6,8,carlsjo01
403,John Gilmour,NYR,D,0:38,28,,15:37,4.9,2.3,3.8,,1:12,9.4,7.1,0,,0:21,7.2,0,12.2,gilmojo01
404,John Hayden,CHI,C,0:33,47,,9:43,-6.4,2.1,2.8,,0:14,-10,5.5,0,,0:51,-3.6,1.5,9,haydejo01
405,John Klingberg,DAL,D,0:41,82,,19:17,4,3.1,2.4,,3:39,0.2,8.2,1.6,,1:07,1.7,0.7,3.3,klingjo01
406,John Moore,NJD,D,0:28,81,,17:49,0.4,2.6,2.6,,0:22,-8.2,3.9,0,,1:49,4.6,1.5,6.8,moorejo01
407,John Quenneville,NJD,C,0:53,2,,13:06,1.9,0,6.9,,0:11,,,,,0:00,,,,quennjo02
408,John Tavares,NYI,C,0:45,82,,15:12,2.6,3.5,3.9,,3:09,8.8,10.5,1.6,,1:33,0.8,1.3,11.5,tavarjo01
409,Johnny Boychuk,NYI,D,0:49,58,,17:03,-2.5,3,3.3,,0:32,-8.7,7.6,7.6,,2:35,-7.2,0.8,7.6,boychjo01
410,Johnny Gaudreau,CGY,LW,0:53,80,,15:50,1.9,3.5,3.1,,3:32,2.7,7.2,1.5,,0:02,86.6,0,0,gaudrjo01
411,Johnny Oduya,TOT,D,0:33,52,,15:06,0.4,2.3,2.3,,0:02,14.2,0,0,,1:57,0.2,1.1,9,oduyajo01
412,Jonas Brodin,MIN,D,0:31,73,,18:25,-2.3,3.4,2.5,,0:47,-0.5,7.3,1,,2:23,-0.6,1.4,7.2,brodijo01
413,Jonathan Drouin,MTL,LW,0:46,77,,14:12,0.2,2,3.3,,3:16,-1.5,7.9,1.2,,0:06,-10.5,0,0,drouijo01
414,Jonathan Ericsson,DET,D,0:35,81,,16:36,-2,2.3,2.7,,0:05,-29,0,0,,2:36,-5.3,1.1,9.3,ericsjo01
415,Jonathan Huberdeau,FLA,C,0:46,82,,15:42,3.9,3.4,3.3,,3:23,-0.8,6.6,0.6,,0:05,-14.4,0,0,huberjo01
416,Jonathan Marchessault,VEG,C,0:57,77,,15:01,3.5,4.1,2.2,,2:27,-0.3,7.9,0.6,,0:01,45.6,0,0,audymjo01
417,Jonathan Toews,CHI,C,0:31,74,,14:51,5.3,2.9,2.9,,3:08,4.6,6.2,0.5,,1:42,0.5,0.5,9,toewsjo01
418,Jonathon Merrill,VEG,D,0:43,34,,15:35,0,2.3,1.6,,0:04,8.4,0,0,,0:24,0,0,6.3,merrijo01
419,Jonny Brodzinski,LAK,C,0:52,35,,9:13,-4.7,2.4,1.5,,0:15,-2.9,0,0,,0:01,88.4,0,0,brodzjo01
420,Joonas Donskoi,SJS,RW,0:38,66,,13:19,5.6,2.8,2.2,,1:37,2.1,6.9,0.5,,0:01,34.9,0,0,donskjo01
421,Jordan Eberle,NYI,RW,0:46,81,,14:05,9.8,3.7,3.2,,1:56,-5.9,5.8,1.9,,0:01,39.7,0,7.2,eberljo01
422,Jordan Greenway,MIN,LW,0:42,6,,11:15,-4.3,1.8,1.8,,0:08,,0,0,,0:03,-14.3,0,0,greenjo02
423,Jordan Martinook,ARI,LW,0:35,81,,12:00,1,1.4,2.8,,0:09,-23.5,4.2,4.2,,1:50,0.2,0.4,8.8,martijo01
424,Jordan Nolan,BUF,C,0:41,69,,9:40,-6.2,1.1,2.2,,0:04,-37.5,0,0,,0:02,-2.8,0,35.1,nolanjo01
425,Jordan Oesterle,CHI,D,0:44,55,,18:46,-0.6,2.4,3.1,,1:04,-1.5,5,0,,0:40,7.7,0,12.9,oestejo01
426,Jordan Schmaltz,STL,D,0:36,13,,10:33,4.9,1.3,1.3,,0:24,-16.5,0,0,,0:00,,,,schmajo01
427,Jordan Schroeder,CBJ,C,0:37,21,,7:20,-2.8,0.8,2.3,,0:06,8.5,0,0,,0:01,,0,0,schrojo01
428,Jordan Staal,CAR,C,0:43,79,,14:55,0,2.9,3,,2:35,1,7.3,0.9,,1:44,-2,0.9,9.2,staaljo01
429,Jordan Szwarz,BOS,RW,0:37,12,,10:29,-8.3,1.9,3.8,,0:42,20.4,7,0,,0:18,-10.5,0,0,szwarjo01
430,Jordan Weal,PHI,C,0:45,69,,11:25,0.4,2.1,2.7,,1:31,-5.3,2.9,1.7,,0:00,,,,wealjo01
431,Jordie Benn,MTL,D,0:35,77,,16:45,-0.7,1.8,2.2,,0:01,12.8,0,0,,2:11,5.5,1.7,11.4,bennjo01
432,Jori Lehterä,PHI,C,0:41,62,,9:12,-1.5,1.6,2.2,,0:33,-6,1.7,5.2,,0:44,-9.1,1.2,10.6,lehtejo01
433,Joseph Blandisi,ANA,C,0:32,3,,11:36,3.5,3.4,0,,0:04,,,,,0:00,,,,blandjo01
434,Joseph Morrow,TOT,D,0:42,56,,15:27,-2,1.3,2.4,,0:38,0.8,10,0,,0:38,-4,0,8.7,morrojo02
435,Josh Anderson,CBJ,RW,0:42,63,,15:41,3.3,2.6,2.7,,1:21,-5.8,4.8,0,,0:59,-1.9,0,1.9,anderjo05
436,Josh Archibald,TOT,RW,0:34,42,,10:53,-2.8,2.1,2.2,,0:09,-16.4,8.8,8.8,,0:53,-0.8,0,3.6,archijo01
437,Josh Bailey,NYI,C,0:38,76,,14:36,-1.5,3.1,3.9,,3:00,6.3,10.8,1.1,,0:15,8.1,0,3.9,bailejo01
438,Josh Gorges,BUF,D,0:36,34,,12:59,-6.1,1.6,2.2,,0:01,,0,0,,1:54,3.9,0,3.7,gorgejo01
439,Josh Jooris,TOT,C,0:52,40,,8:46,-3.6,1.4,2.8,,0:05,-15.3,0,0,,0:54,0.7,0,4.5,joorijo01
440,Josh Leivo,TOR,LW,0:50,16,,8:41,1.4,2.2,2.2,,1:52,-4.9,2,0,,0:00,,,,leivojo01
441,Josh Manson,ANA,D,0:42,80,,17:49,2,3.2,1.8,,0:05,-16.4,0,0,,2:26,0.4,0.6,6.7,mansojo01
442,Josh Morrissey,WPG,D,0:26,81,,17:42,-1,3.1,2.6,,0:19,-14.2,2.3,0,,2:25,-0.5,0.9,6.1,morrijo04
443,Joshua Ho-Sang,NYI,C/RW,0:50,22,,12:01,-3.4,2.9,3.9,,2:15,-7.6,2.4,3.6,,0:00,,,,hosanjo01
444,Jujhar Khaira,EDM,LW,0:33,69,,10:52,-1.1,2,2.7,,0:20,-5.2,4.9,2.5,,1:29,-2.3,1.1,3.9,khairju01
445,Julius Honka,DAL,D,0:39,42,,11:39,3.4,1.8,2,,1:17,0.9,2.2,0,,0:04,38.5,0,0,honkaju01
446,Jussi Jokinen,TOT,C,0:45,60,,10:04,-1.6,0.5,2.1,,0:47,-10.2,10.8,0,,0:42,9.3,0,11.3,jokinju01
447,Justin Abdelkader,DET,LW,0:45,75,,12:49,0.7,2.4,3,,2:20,3,6.5,0.3,,1:23,2,0,9.3,abdelju01
448,Justin Auger,LAK,RW,0:46,2,,7:59,-20.5,0,3.8,,0:00,,,,,0:00,,,,augerju01
449,Justin Bailey,BUF,RW,0:34,12,,10:27,-8.6,2.4,3.4,,0:03,,0,0,,0:45,3.5,0,0,baileju01
450,Justin Braun,SJS,D,0:43,81,,18:33,-8.5,2.7,2.5,,0:05,-31,0,0,,2:41,-9.3,0.8,6.3,braunju01
451,Justin Falk,BUF,D,0:37,46,,14:27,-6.1,1.3,2.9,,0:01,,0,0,,1:35,-0.8,1.6,9.8,falkju01
452,Justin Faulk,CAR,D,0:36,76,,18:46,1.6,2.4,3.4,,2:56,0.2,7.2,0.8,,0:32,0.1,1.5,7.5,faulkju01
453,Justin Holl,TOR,D,0:43,2,,16:05,1.1,9.3,0,,0:00,,,,,1:16,-33.3,0,0,hollju01
454,Justin Kloos,MIN,C,0:34,1,,8:33,6.6,0,0,,0:06,,,,,0:00,,,,kloosju01
455,Justin Schultz,PIT,D,0:36,63,,17:06,-2.1,3.7,2.5,,2:17,-1.2,8.8,0,,0:06,4.7,0,8.4,schulju01
456,Justin Williams,CAR,RW,0:43,82,,14:26,1.3,2.6,2.8,,2:08,-3.7,5.8,1.7,,0:00,-10.2,0,0,williju01
457,Kailer Yamamoto,EDM,RW,0:28,9,,13:43,5.3,1.5,2,,1:23,-6.5,3.4,3.4,,0:02,-13.2,0,0,yamamka01
458,Kalle Kossila,ANA,LW,0:51,10,,8:54,4.3,1.3,4,,0:10,16,0,0,,0:00,,,,kossika01
459,Karl Alzner,MTL,D,0:40,82,,17:11,-0.9,2.1,2.6,,0:01,13,0,0,,2:51,-6,0.7,8.5,alzneka01
460,Kasperi Kapanen,TOR,RW,0:53,38,,10:08,-0.2,1.6,1.9,,0:01,-90.6,0,0,,1:04,9,1.4,9.5,kapanka01
461,Keegan Lowe,EDM,D,0:44,2,,12:44,-5.6,2.4,4.7,,0:00,,,,,1:09,14.3,0,0,loweke02
462,Keith Yandle,FLA,D,0:45,82,,18:57,-1,3.2,3,,3:17,4,6.3,0.6,,2:14,-1.1,2,7.6,yandlke01
463,Kenny Agostino,BOS,LW,1:03,5,,8:59,-8.5,1.3,2.7,,3:03,-2,15.7,0,,0:00,,,,agostke01
464,Kerby Rychel,MTL,LW,0:40,4,,10:16,-14.4,2.9,5.8,,0:45,-1,0,0,,0:00,,,,rycheke01
465,Kevan Miller,BOS,D,0:41,68,,17:09,0.2,2.6,2,,0:04,-11.5,0,0,,2:13,-0.6,1.2,5.9,milleke03
466,Kevin Bieksa,ANA,D,0:35,59,,15:36,-6,1.5,2.5,,0:29,-10.4,7.5,0,,1:55,-4.4,1.1,3.7,biekske01
467,Kevin Connauton,ARI,D,0:27,73,,14:25,-1.2,2.6,2.4,,0:10,-25.9,0,3.8,,0:34,-5.8,0,6.9,connake01
468,Kevin Fiala,NSH,LW,0:39,80,,12:50,6.6,3,1.8,,2:17,-0.6,8.2,0.3,,0:00,38.1,0,0,fialake01
469,Kevin Gravel,LAK,D,0:54,16,,13:08,-6.9,1.7,2.6,,0:40,-8.9,5.6,0,,0:12,-13.7,0,0,graveke01
470,Kevin Hayes,NYR,RW,0:42,76,,13:59,-0.5,2.8,2.8,,1:07,0.4,7.7,0.7,,2:14,3.2,0.7,7,hayeske01
471,Kevin Labanc,SJS,RW,0:29,77,,12:05,5,2.7,2.9,,2:13,1,9,1,,0:01,-13.4,0,0,labanke01
472,Kevin Rooney,NJD,C,0:48,1,,11:13,11.1,0,0,,0:19,20,0,0,,0:14,,,,rooneke01
473,Kevin Roy,ANA,C,0:36,25,,12:27,-3.2,2.1,1.6,,1:10,-17.7,5.6,0,,0:01,,0,0,royke01
474,Kevin Shattenkirk,NYR,D,0:52,46,,17:00,1,2.3,3.2,,3:11,-1,7.8,0.8,,0:04,35.5,0,17.4,shattke01
475,Klas Dahlbeck,CAR,D,0:49,33,,15:12,-7.8,2,2.9,,0:05,9,0,0,,1:04,-1.6,1.7,5.1,dahlbkl01
476,Korbinian Holzer,ANA,D,0:29,16,,10:40,-2.8,1.4,2.5,,0:00,,,,,0:56,-5.2,0,4,holzeko01
477,Kris Letang,PIT,D,0:49,79,,19:38,4.6,2.9,3.4,,3:06,5.5,10.9,0.7,,2:35,2.2,1.2,5.6,letankr01
478,Kris Russell,EDM,D,0:35,78,,16:48,-3.8,2.3,2.8,,0:15,5.3,4.8,0,,2:01,-1.3,1.1,10,russekr01
479,Kris Versteeg,CGY,RW,0:47,24,,10:04,-5.8,1,2,,3:06,7.2,11.3,2.4,,0:00,,,,verstkr01
480,Kurtis MacDermid,LAK,D,0:39,34,,10:59,-6.9,1.6,2.1,,0:21,-5.9,4.8,4.8,,0:15,-0.8,0,0,macdeku01
481,Kyle Brodziak,STL,C,1:01,81,,11:38,-5.4,2.6,2,,0:04,-20.9,0,0,,1:45,0.6,1.3,9.3,brodzky01
482,Kyle Capobianco,ARI,D,0:41,1,,13:32,-16.1,4.4,8.9,,0:00,,,,,0:01,,0,0,capobky01
483,Kyle Clifford,LAK,LW,0:32,50,,10:24,1.7,1.5,2,,0:06,-25.2,0,0,,0:02,-12.6,0,0,cliffky01
484,Kyle Connor,WPG,LW,0:53,76,,14:14,-2.5,3.2,2.4,,2:39,-0.2,7.4,1.5,,0:00,39.9,0,0,connoky01
485,Kyle Criscuolo,BUF,C,0:51,9,,7:37,-3,0,3.5,,0:01,,,,,0:21,12.6,0,0,criscky01
486,Kyle Okposo,BUF,RW,0:47,76,,13:30,-0.7,2.1,3.7,,3:24,7.7,7.7,1.6,,0:06,-13.6,0,6.9,okposky01
487,Kyle Palmieri,NJD,RW,0:38,62,,13:50,0.7,2.8,2.8,,2:46,5.9,10.9,0,,0:42,-1.7,0,2.3,palmiky01
488,Kyle Quincey,MIN,D,0:36,18,,11:42,-7.8,1.7,3.4,,0:03,,0,0,,2:30,0.3,2.6,6.6,quincky01
489,Kyle Rau,MIN,C,0:17,3,,11:01,-2,1.8,1.8,,0:00,,,,,0:00,,,,rauky01
490,Kyle Turris,TOT,C,0:34,76,,14:11,6.1,3.3,1.8,,2:19,-0.5,9.7,0.4,,0:06,12.9,0,0,turriky01
491,Lance Bouma,CHI,C,0:29,53,,9:27,-4.1,2,2,,0:15,3.5,8.5,0,,0:55,-11.5,1.2,6.2,boumala01
492,Landon Ferraro,MIN,C,0:32,2,,4:23,-6.3,6.8,0,,0:01,,0,0,,0:00,,,,ferrala01
493,Lars Eller,WSH,C,0:42,81,,12:18,0.2,2.7,3.1,,1:11,-9.2,6.3,0,,1:48,3.2,0.4,5.7,ellerla01
494,Laurent Dauphin,ARI,C,0:31,2,,7:13,-7.2,0,4.2,,0:00,,,,,0:00,,,,dauphla01
495,Lawson Crouse,ARI,LW,0:28,11,,10:33,-0.6,1.1,4.3,,0:02,-39.3,0,0,,0:19,-11.1,0,8.2,crousla01
496,Lee Stempniak,CAR,RW,0:44,37,,11:54,0.3,1.5,2.6,,0:09,9.5,14.9,0,,0:23,-6.1,0,8.1,stemple01
497,Leo Komarov,TOR,C,0:37,74,,12:30,-6.7,2.2,2.3,,0:41,3.4,7.4,0,,2:34,-3.5,0.6,5.3,komarle01
498,Leon Draisaitl,EDM,C,0:59,78,,15:28,4,3.6,4.1,,2:49,-0.2,4.3,0.5,,1:00,6.5,2,7.5,draisle01
499,Liam O'Brien,WSH,C,0:48,3,,6:55,-13.4,0,0,,0:00,,,,,0:00,,,,obrieli01
500,Lias Andersson,NYR,C,0:49,7,,11:27,-1.2,3,2.2,,0:02,,0,0,,0:26,10,0,19.3,anderli01
501,Logan Brown,OTT,C,0:50,4,,5:47,6.4,5.2,5.2,,2:20,2.8,0,0,,0:00,,,,brownlo01
502,Logan Couture,SJS,C,0:36,78,,14:02,-0.2,3,3.1,,3:06,4.5,7.4,0.5,,1:23,0.8,1.6,7.7,coutulo01
503,Logan Shaw,TOT,RW,0:40,72,,10:09,0.4,1.8,2.3,,0:04,-1.5,0,0,,1:39,-4.3,1.4,4.9,shawlo01
504,Loui Eriksson,VAN,LW,0:44,50,,12:34,2.9,2.3,2.4,,1:24,3.4,7.7,0.9,,2:17,-0.4,1.6,7.9,erikslo01
505,Louis Belpedio,MIN,D,0:49,1,,15:09,8.5,7.9,4,,0:38,100,0,0,,0:00,,,,belpelo01
506,Luca Sbisa,VEG,D,0:48,30,,16:54,-9.1,3.3,2.7,,0:14,0.3,4.7,0,,2:22,-3.2,1.6,6.4,sbisalu01
507,Lucas Wallmark,CAR,C,0:42,11,,9:01,-1.9,1.2,3.6,,0:10,,0,0,,0:17,13.9,0,0,wallmlu01
508,Lukáš Sedlák,CBJ,C,0:36,53,,8:43,-3,2.2,2.5,,0:02,-26.4,0,19.6,,0:37,5.9,0,12.6,sedlalu01
509,Luke Glendening,DET,C,0:34,69,,10:24,-7.8,1.6,3,,0:04,11,11.5,0,,2:43,-3.3,1,7.7,glendlu01
510,Luke Kunin,MIN,C,0:45,19,,11:59,0.4,1.1,2.1,,0:03,,0,0,,0:55,4.6,3.4,3.4,kuninlu01
511,Luke Schenn,ARI,D,0:32,64,,14:26,-4.1,1.5,2.4,,0:01,11.5,0,0,,1:55,1.3,1,9.3,schenlu01
512,Luke Witkowski,DET,D,0:50,31,,6:49,-8.1,1.7,2,,0:00,,0,0,,0:03,28.5,0,0,witkolu01
513,MacKenzie Weegar,FLA,D,0:37,60,,14:02,3.7,1.7,1.4,,0:22,-0.7,0,0,,0:08,21.4,0,0,weegama01
514,Madison Bowey,WSH,D,0:34,51,,13:23,-3.9,1.8,2.3,,0:01,-88.3,0,0,,0:17,0.4,4.1,16.4,boweyma01
515,Magnus Pääjärvi,TOT,LW,0:46,79,,10:59,-1.8,1.8,2.9,,0:03,-38.8,0,0,,1:23,-1.3,0,5.5,paajama01
516,Marc Methot,DAL,D,0:39,36,,15:41,-4.7,2.3,1.3,,0:03,-12.1,0,0,,2:08,0.6,1.6,5.5,methoma01
517,Marc Staal,NYR,D,0:46,72,,15:40,-4,2.6,2.2,,0:02,11.2,21.7,0,,2:49,-1.4,1.2,6.2,staalma01
518,Marc-Édouard Vlasic,SJS,D,0:47,81,,18:36,-3.8,2.8,2.6,,1:07,-8.1,5.4,0.6,,2:48,-7.1,0.5,6.3,vlasima01
519,Marco Scandella,BUF,D,0:44,82,,19:07,0.1,2.3,3,,1:30,-1.7,3.7,0,,2:40,-5.1,1.6,9,scandma01
520,Marcus Foligno,MIN,LW,0:40,77,,10:35,0.9,2.4,2.3,,0:15,-4.6,8.8,0,,0:00,88.8,0,0,foligma01
521,Marcus Johansson,NJD,C/W,0:59,29,,13:02,-1.3,1.9,3.5,,2:52,1.3,3.6,0.7,,0:04,3.9,0,20.9,johanma03
522,Marcus Krüger,CAR,C,0:44,48,,9:31,0.4,1.4,2.1,,0:07,9.8,0,0,,1:11,0.4,0,14.9,krugema01
523,Marcus Pettersson,ANA,D,0:46,22,,12:16,-4.5,2.4,1.8,,0:45,-1.6,3.6,0,,0:34,24.8,9.4,4.7,pettema01
524,Marcus Sorensen,SJS,RW,0:45,32,,9:18,-3,2,3.1,,0:01,-88,0,0,,0:48,-5.6,0,9.3,sorenma01
525,Marek Hrivík,CGY,LW,0:50,3,,8:23,-2.9,2.4,0,,0:06,,0,0,,0:00,,,,hrivima01
526,Marián Gáborík,TOT,RW,0:38,46,,12:04,-1,2.7,1.3,,1:51,2.1,7.6,0,,0:02,32.3,0,0,gaborma01
527,Mario Kempe,ARI,C,0:31,18,,10:22,-2.8,1.6,1.9,,0:00,,,,,0:42,-4.8,0,4.7,kempema01
528,Mark Alt,TOT,D,0:38,15,,11:45,1.4,0,0.8,,0:00,,,,,0:40,0,0,0,altma01
529,Mark Barberio,COL,D,0:43,46,,14:59,1.1,2.4,2,,0:09,13.5,5,0,,2:07,2.1,1.2,5,barbema01
530,Mark Borowiecki,OTT,D,0:47,52,,13:26,-0.2,2.3,3,,0:00,,0,0,,1:11,5.9,1.9,4.8,borowma01
531,Mark Giordano,CGY,D,0:52,82,,18:33,6.1,2.7,2.9,,3:08,-1.8,5.5,0.7,,3:06,0.3,1.4,7.3,giordma01
532,Mark Jankowski,CGY,C,0:48,72,,11:27,-3.6,2,2.7,,0:48,4.3,4.8,1,,1:04,3,2.4,3.9,jankoma01
533,Mark Letestu,TOT,C,0:32,80,,9:14,-8.7,1.5,1.5,,1:46,1.9,0,0,,1:50,-6.1,0,11.2,letesma01
534,Mark Pysyk,FLA,D,0:46,82,,16:36,-1.1,2.8,3.3,,0:05,-3.8,0,0,,2:04,-2.3,1.1,8.1,pysykma01
535,Mark Scheifele,WPG,C,0:44,60,,16:23,-0.1,3.5,2.3,,3:07,-3.7,10.9,1.3,,1:10,6.6,3.4,7.7,scheima01
536,Mark Stone,OTT,RW,0:52,58,,16:22,5.2,3.9,3.5,,3:05,3.9,6.1,0,,1:11,2.4,0.8,6.4,stonema01
537,Mark Streit,MTL,D,0:38,2,,12:08,6.8,0,4.9,,2:05,-18.2,0,0,,0:00,,,,streima01
538,Marko Daňo,WPG,C,0:47,23,,6:58,1.3,1.9,2.6,,0:09,-20.4,0,0,,0:03,87.4,0,0,danoma01
539,Markus Granlund,VAN,C,0:51,53,,12:42,-2.8,1.3,2.4,,1:08,-2,7,0,,2:24,1.9,0.9,8,granlma01
540,Markus Hännikäinen,CBJ,LW,0:39,33,,7:50,-4.2,1.7,2.1,,0:02,-21.6,0,0,,0:29,-7.9,2.8,8.5,hannima01
541,Markus Nutivaara,CBJ,D,1:00,61,,15:25,3,2.6,1.7,,0:33,-8.1,5.3,0,,0:02,-15,0,6.8,nutivma01
542,Martin Frk,DET,RW,0:41,68,,8:07,2.2,2.2,3.4,,2:09,0.1,6.5,1.6,,0:00,,,,frkma01
543,Martin Hanzal,DAL,C,0:30,38,,10:42,-4.3,1.5,3.5,,1:39,-0.7,7.6,1.9,,1:44,3.8,0,4.6,hanzama01
544,Martin Marinčin,TOR,D,0:45,2,,14:11,-7.1,0,4.2,,0:03,,,,,2:26,12.9,0,0,marinma01
545,Martin Nečas,CAR,C,0:38,1,,6:54,11.4,0,0,,0:00,,,,,0:00,,,,necasma01
546,Mathew Barzal,NYI,C,0:39,82,,14:33,8.1,3.6,3.2,,3:10,7.5,10.7,1.4,,0:01,18,0,5.8,barzama01
547,Mathew Dumba,MIN,D,0:32,82,,19:38,-0.3,3.3,2.7,,2:20,0.1,5.9,1.6,,1:49,4.2,1.2,4,dumbama01
548,Mathieu Perreault,WPG,C,0:37,70,,12:11,6.2,2.6,2.3,,2:14,3.1,10.7,0.8,,0:01,64.6,36,0,perrema01
549,Mats Zuccarello,NYR,LW,0:44,80,,15:03,0.7,2.7,3,,2:45,0,8.2,1.1,,1:06,-0.8,0,6,zuccama01
550,Matt Bartkowski,CGY,D,0:37,18,,12:22,-6.8,1.6,2.7,,0:00,,0,0,,0:57,6.6,3.5,0,bartkma01
551,Matt Beleskey,TOT,LW,0:27,15,,9:38,-1.4,0.5,3.6,,0:56,-8.5,4.2,4.2,,0:23,10.2,0,0,belesma01
